,상호명,지점명,상권업종대분류명,상권업종중분류명,시도명,시군구명,행정동명,위도,경도
20,이디야커피수유역점,수유역점,음식,커피점/카페,서울특별시,강북구,수유3동,37.6393343906266,127.026691250159
21,이디야커피돈암아리랑점,돈암아리랑점,음식,커피점/카페,서울특별시,성북구,돈암2동,37.5998861951354,127.012494635061
22,이디야커피,사당역점,음식,커피점/카페,서울특별시,동작구,사당1동,37.4771452351858,126.977514179342
23,이디야커피,오금점,음식,커피점/카페,서울특별시,송파구,가락본동,37.5028736267339,127.126105166905
24,이디야커피,광운대점,음식,커피점/카페,서울특별시,노원구,월계1동,37.6203185920224,127.058407824624
25,이디야커피,건대후문점,음식,커피점/카페,서울특별시,광진구,화양동,37.5464513792064,127.075565780456
26,이디야커피우장산동점,우장산동점,음식,커피점/카페,서울특별시,강서구,우장산동,37.5472533831882,126.843462731402
27,이디야커피,,음식,커피점/카페,서울특별시,강북구,송천동,37.6195316618627,127.021489538017
28,이디야커피,구일역점,음식,커피점/카페,서울특별시,구로구,구로1동,37.4950618711908,126.871996950456
29,이디야커피,고덕점,음식,커피점/카페,서울특별시,강동구,명일2동,37.5541209722395,127.155159843579
30,이디야커피,미아역점,음식,커피점/카페,서울특별시,강북구,미아동,37.6270521153716,127.02545799316
31,이디야커피,용산효창점,음식,커피점/카페,서울특별시,용산구,효창동,37.5405534709997,126.962176171854
32,이디야커피,삼전역점,음식,커피점/카페,서울특별시,송파구,삼전동,37.502771571862,127.095784078649
33,이디야커피,청계산입구역점,음식,커피점/카페,서울특별시,서초구,내곡동,37.4482472348999,127.055336036119
34,이디야커피,어린이대공원역점,음식,커피점/카페,서울특별시,광진구,화양동,37.547611713021,127.071862172364
35,이디야커피,,음식,커피점/카페,서울특별시,강서구,우장산동,37.5471557251567,126.843611355088
36,이디야커피,신림남부초교점,음식,커피점/카페,서울특별시,관악구,신사동,37.4833711550904,126.921731078431
37,이디야커피,녹번동점,음식,커피점/카페,서울특별시,은평구,녹번동,37.6087264624303,126.926957295701
38,이디야커피세광교회점,세광교회점,음식,커피점/카페,서울특별시,금천구,시흥4동,37.4583533134541,126.905542531971
39,이디야커피,신당점,음식,커피점/카페,서울특별시,중구,신당동,37.5635306643161,127.014831070946
40,이디야커피,목3동점,음식,커피점/카페,서울특별시,양천구,목3동,37.5479118277253,126.866764852342
41,이디야커피,송파잠실점,음식,커피점/카페,서울특별시,송파구,잠실본동,37.5070244934749,127.089907778207
42,이디야커피,신월7동점,음식,커피점/카페,서울특별시,양천구,신월7동,37.5224167796533,126.832974665135
43,이디야커피,대방역점,음식,커피점/카페,서울특별시,동작구,대방동,37.5128847164315,126.928138707535
44,이디야커피,서울교대점,음식,커피점/카페,서울특별시,서초구,서초3동,37.4898543673902,127.014058090512
45,이디야커피,마장동점,음식,커피점/카페,서울특별시,성동구,마장동,37.5699605129835,127.037330076044
46,이디야커피동소문동점,동소문동점,음식,커피점/카페,서울특별시,성북구,성북동,37.5920317986857,127.012813575772
47,이디야커피,우림시장점,음식,커피점/카페,서울특별시,중랑구,망우3동,37.5953008771672,127.09935377369
48,이디야커피,여의도역점,음식,커피점/카페,서울특별시,영등포구,여의동,37.5210012915703,126.923972675103
49,이디야커피,북촌마을점,음식,커피점/카페,서울특별시,종로구,삼청동,37.5793057768301,126.98270783695
50,이디야커피,공덕롯데캐슬,음식,커피점/카페,서울특별시,마포구,아현동,37.545111904302,126.950864553283
51,이디야커피,길음중앙점,음식,커피점/카페,서울특별시,성북구,길음2동,37.6102389672996,127.029856813028
52,이디야커피,별관,음식,커피점/카페,서울특별시,강남구,역삼1동,37.5099022376092,127.043576497577
53,이디야커피,한티역점,음식,커피점/카페,서울특별시,강남구,대치4동,37.497937846878,127.05610146906
54,이디야커피,중화동점,음식,커피점/카페,서울특별시,중랑구,중화2동,37.5993737618029,127.079520506244
55,이디야커피,방이초교점,음식,커피점/카페,서울특별시,송파구,방이1동,37.512739840754,127.119983696147
56,이디야커피,당산버드나루점,음식,커피점/카페,서울특별시,영등포구,영등포동,37.5259611272443,126.908707551953
57,이디야커피,까치산로점,음식,커피점/카페,서울특별시,강서구,화곡6동,37.5533017090823,126.85387186478
58,이디야커피,동대문구청점,음식,커피점/카페,서울특별시,동대문구,용신동,37.5736095181775,127.040622714961
59,이디야커피,성수중앙점,음식,커피점/카페,서울특별시,성동구,성수2가3동,37.5442900348065,127.055223136722
60,이디야커피,신길아이파크점,음식,커피점/카페,서울특별시,영등포구,신길5동,37.5029337869812,126.904202179446
61,이디야커피,합정역사거리점,음식,커피점/카페,서울특별시,마포구,합정동,37.5482466724825,126.914878538035
62,이디야커피,아현역점,음식,커피점/카페,서울특별시,서대문구,북아현동,37.558537459221,126.955950687973
63,이디야커피,용산원효점,음식,커피점/카페,서울특별시,용산구,원효로2동,37.5324950789767,126.951629667857
64,이디야커피,등촌중앙점,음식,커피점/카페,서울특별시,강서구,등촌2동,37.5360731016185,126.863108296656
65,이디야커피,강서가양동점,음식,커피점/카페,서울특별시,강서구,가양1동,37.5709387407042,126.841341936907
66,이디야커피,구로역광장점,음식,커피점/카페,서울특별시,구로구,구로5동,37.5032935790738,126.881068083047
67,이디야커피,길동사거리점,음식,커피점/카페,서울특별시,강동구,성내3동,37.534067049432,127.136965596996
68,이디야커피,이화여대점,음식,커피점/카페,서울특별시,서대문구,신촌동,37.5579721872889,126.946077730881
69,이디야커피,신길성애병원점,음식,커피점/카페,서울특별시,영등포구,신길1동,37.5118604967439,126.92153626229
70,이디야커피,합정홈플러스점,음식,커피점/카페,서울특별시,마포구,서교동,37.5514907709978,126.913937441506
71,이디야커피,도봉산점,음식,커피점/카페,서울특별시,도봉구,도봉1동,37.6875257115101,127.043726405157
72,이디야커피,먹골역점,음식,커피점/카페,서울특별시,중랑구,묵2동,37.6097331366389,127.076878426581
73,이디야커피,마곡파인스퀘어점,음식,커피점/카페,서울특별시,강서구,발산1동,37.5580880993129,126.829272069777
74,이디야커피,신촌그랑자이점,음식,커피점/카페,서울특별시,마포구,대흥동,37.5557337452362,126.945645223244
75,이디야커피,잠실본동점,음식,커피점/카페,서울특별시,송파구,잠실본동,37.5047134175915,127.085841491484
76,이디야커피,고덕그라시움후문점,음식,커피점/카페,서울특별시,강동구,고덕2동,37.5603898985234,127.163680037299
77,이디야커피,국회의사당역점,음식,커피점/카페,서울특별시,영등포구,여의동,37.526855960155,126.917824529153
78,이디야커피,목동신트리점,음식,커피점/카페,서울특별시,양천구,신정3동,37.5132663268317,126.855491121621
